"","geoid2","date","month","day","year","elapsed","date_rep","cases","deaths","country","population_2019","continent","Cumulative_number_for_14_days_of_COVID.19_cases_per_100000","cases_cum","deaths_cum","deaths_cum_log","deaths_cum_l7","deaths_cum_g7","region","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","migration_share","oil","soc_insur_cov","soc_contrib","soc_safety","pop_below14_2018","polity","gini","elf_epr","rq_polarization","count_powerless","share_powerless","media_critical","journal_harass","health_equality","property_rights","transparent_law","bureaucracy_corrupt","polar_rile","trust_people","trust_gov","electoral_pop","federal_ind","checks_veto","polariz_veto","dist_senate","dist_presid","dist_parlm","dist_anyelec","elect_pressure","pos_gov_lr","woman_leader","infections_mers","infections_sars","infections_ebola","infection","med_age_2013","vdem_libdem","al_etfra","al_religfra","fe_etfra","vdem_mecorrpt","share_health_ins","pandemic_prep","pop_den_2018","life_exp_2017","resp_disease_prev","detect_index","doctors_pc","hosp_beds_pc","literacy_rate","healthcare_qual","acc_sanitation","health_exp_pc","hdi","health_index","respond_index","state_fragility","pr","share_older","pop_tot_log","pop_density_log","distancing_bin","lockdown_bin","lockdown_n","distancing_n","days_rel_lockdown","days_rel_distancing","retail","grocery","parks","transit","work","residential","mobility_index","stringency","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","temp_mean","precip","excess_deaths_weekly","excess_deaths_source","excess_deaths_last_obs","excess_deaths_cum","excess_deaths_cum_log","deaths_cum_per_million","deaths_cum_per_million_log","excess_deaths_cum_per_million","excess_deaths_cum_per_million_log","forcats..fct_explicit_na.geoid2.","relative_start","elapsed_rel","relative_start_d","elapsed_rel_d"
"117","LVA","2020-11-30","11","29","2020","334","2020-11-30","414","4","Latvia","1919968","Europe","334.797","16975","197","5.288","153","0.261","Europe & Central Asia","1.043","122.793","","26.219","1.927","126882","259395","15.216","446985589.698","30.983","","13.353","0","","28.784","","15.996","8","35.312","0.568","0.827","3","0.353","1.844","3.097","1.797","0.862","1.712","0.143","7.83","","","0","","5","","","1174","934","934","0.001","7.633","0","","","","0","41.5","0.746","0.587","0.556","0.585","3.693","70","62.9","30.983","74.68","3.062","97.3","320.9","580","99.9","80.7","92.9","868","0.8","47.3","54.7","0","1","20.044","0.656","3.433","","","","","","","","","","","","","-13","","","","","","","","","","","13.733","68.433","","","","","","102.222","4.637","","","LVA","71","263","113","221"
"119","MCO","2020-11-30","11","29","2020","334","2020-11-30","1","0","Monaco","33085","Europe","181.351","608","2","1.099","2","0","Europe & Central Asia","","","","","0.039","","","5.759","","","","55.768","","","","","","","","","","","","","","","","","","","","","0","","","","","","1067","1067","0.001","","0","","","","0","","","0.684","0.305","","","","32.7","","","","23.3","664.5","1380","99.9","90.69","100","2402","","31","26","","","","-3.252","","","","","","","","","","","","","","","","","","","","","","","","","21.033","87.6","","","","","","51.704","3.965","","","MCO","79","255","",""
"120","MDA","2020-11-30","11","29","2020","334","2020-11-30","1165","21","Moldova","4043258","Europe","438.706","107017","2290","7.737","2149","0.065","Europe & Central Asia","-0.467","84.287","22","6.452","2.706","115730","194643","13.943","311870000","123.52","","3.512","0.014","43.898","31.946","23.792","15.86","9","34.475","0.416","0.634","3","0.172","1.154","1.256","0.155","0.861","0.692","0.606","","17.591","","0","","1","0","","233","1445","233","0.004","","0","","","","0","35.8","0.418","0.553","0.56","0.51","2.116","75.7","42.9","123.52","71.717","3.114","42.9","319.8","580","99.1","67.4","78.4","234","0.7","36.4","31.1","8","1","11.47","0.995","4.816","","","","","","","","","","","","","-37.8","","","","","","","","","","","18.2","20.5","","","","","","846.252","6.742","","","MDA","74","260","95","239"
"121","MDG","2020-11-30","11","29","2020","334","2020-11-30","0","0","Madagascar","26969306","Africa","0.4","17341","251","5.529","251","0.004","Sub-Saharan Africa","-1.153","62.502","","1.678","26.262","359165","425224","13.202","612036371.422","45.14","11.646","0.132","0.117","","5.022","","40.668","6","43.833","0.599","0.911","0","0","0.934","0.243","-2.306","0.869","-0.174","0.634","","27.357","","0","0.176","1","0","354","","1542","354","0.003","","0","","","","0","18.4","0.29","0.879","0.519","0.861","2.18","3.7","40.1","45.14","66.311","3.354","41.9","14.3","20","71.6","29.6","9.7","43","0.5","19.2","57.8","12","1","2.987","3.268","3.81","","","","","","","","","","","","","","","","","","","","","","","","22.333","28.233","","","","","","9.557","2.357","","","MDG","83","251","162","172"
"122","MDV","2020-11-30","11","29","2020","334","2020-11-30","47","0","Maldives","530957","Asia","148.788","12994","46","3.85","46","0.022","South Asia","-0.488","146.271","","13.583","0.516","10052","8995","13.953","538536564.514","1718.987","","25.872","0","","","","20.148","","40.8","0.02","0.04","0","0","1.061","0.797","-0.677","0.708","1.22","0.225","","","","0","","3","","","1291","1487","1291","0.001","","0","","","","0","25","0.169","","","","2.089","30","33.8","1718.987","78.325","3.487","25.5","361.1","430","98.6","70.4","95.9","1182","0.7","18.1","40.2","","0","3.693","-0.662","7.449","","","","","","","","","","","","","","","","","","","","","","","","27.9","195.967","","","","","","89.2","4.502","","","MDV","75","259","184","150"
"124","MHL","2020-11-30","11","29","2020","334","2020-11-30","0","0","Marshall Islands","58791","Oceania","5.103","4","0","0","0","","East Asia & Pacific","-1.554","125.728","","3.54","0.058","","","10.099","9752051.362","324.517","","6.197","","","","","","","","","","","","","","","","","","","","","0","","","","","","1349","1349","0.001","","1","","","","0","","","0.06","0.521","","","","18.2","324.517","","3.357","4.4","45.6","270","98.3","43","86.9","492","0.7","7.2","18.1","","","","-2.84","5.782","","","","","","","","","","","","","","","","","","","","","","","","28.567","259.5","","","","","","0","0","","","MHL","","","",""
"125","MKD","2020-11-30","11","29","2020","334","2020-11-30","820","32","North Macedonia","2077132","Europe","697.741","61543","1731","7.457","1511","0.143","Europe & Central Asia","0.09","133.236","","13.483","2.083","126580","158161","","648732424.985","82.592","","6.29","0","","27.646","","16.517","9","33.871","0.522","0.791","5","0.097","0.602","0.716","1.167","0.718","0.91","0.512","5.81","","","0","-0.202","3","","","1502","32","32","0.031","","0","","","","0","37.1","0.298","0.502","0.59","0.535","1.961","94.9","39.1","82.592","75.589","2.855","41.7","287.5","440","97.8","75.1","90.9","594","0.8","25.4","33.1","2","1","13.67","0.734","4.414","","","","","","","","","","","","","-26.8","","","","","","","","","","","17.967","24.5","","","","","","831.03","6.724","","","MKD","73","261","92","242"
"126","MLI","2020-11-30","11","29","2020","334","2020-11-30","0","0","Mali","19658023","Africa","4.024","4659","149","5.011","143","0.042","Sub-Saharan Africa","-1.005","57.654","","2.056","19.078","210390","267944","","467067198.108","15.635","12.825","2.063","0","","","","47.543","5","","0.184","0.346","0","0","0.806","0.969","0.381","0.382","1.024","0.55","","23.806","","0","-0.202","2","","","1235","18","18","0.056","","0","","","8","0","16.3","0.374","0.691","0.182","0.754","1.98","1.9","29","15.635","58.452","2.514","25.5","8.5","10","33.1","34.9","31.3","26","0.4","13","29.5","15","0","2.507","2.949","2.75","","","","","","","","","","","","","-17.4","","","","","","","","","","","30.533","64.433","","","","","","7.81","2.176","","","MLI","89","245","104","230"
"127","MLT","2020-11-30","11","29","2020","334","2020-11-30","0","0","Malta","493559","Europe","278.589","9501","128","4.86","110","0.196","Middle East & North Africa","0.969","268.848","","38.388","0.485","44733","53883","14.762","4735070858.122","1511.031","","9.898","0","","16.036","","14.277","","26.925","0","0","0","0","1.039","0.765","2.693","0.871","0.822","0.141","","","","0","-0.617","3","0","","","814","814","0.001","4.21","0","","","","0","40.9","0.565","0.041","0.122","","2.819","100","37.3","1511.031","82.454","4.169","32.9","390.8","470","93.3","89.9","100","2216","0.9","23.6","22.4","","1","20.349","-0.724","7.321","","","","","","","","","","","","","-32.6","","","","","","","","","","","25.467","41.3","","","","","","264.119","5.58","","","MLT","73","261","234","100"
"128","MMR","2020-11-30","11","29","2020","334","2020-11-30","1509","31","Myanmar (Burma)","54045422","Asia","37.916","89486","1918","7.56","1739","0.096","East Asia & Pacific","-1.069","","","5.922","53.708","1259166","1847696","15.042","1291196200.669","82.239","12.161","0.136","0.175","","0.555","","26.371","8","34.45","0.522","0.65","7","0.233","0.749","-0.101","-1.038","0.395","0.27","0.425","","","","0","","1","0","264","","264","264","0.004","","1","","","","0","29","0.253","0.506","0.197","0.522","3.403","","43.4","82.239","66.558","3.229","59.2","56.8","90","75.6","41.6","64.7","58","0.6","19.5","50.4","18","","5.785","3.984","4.41","","","","","","","","","","","","","-31.6","","","","","","","","","","","24.9","325.733","","","","","","35.711","3.603","","","MMR","90","244","252","82"
"129","MNE","2020-11-30","11","29","2020","334","2020-11-30","427","6","Montenegro","622182","Europe","1238.223","34881","487","6.19","439","0.108","Europe & Central Asia","0.131","109.609","","17.315","0.622","39569","53611","13.246","485653127.823","46.271","","13.19","0","47.933","","8.076","18.21","9","28.96","0.693","0.761","2","0.297","0.458","-0.132","1.635","0.821","0.573","0.609","4.336","","","0","","","","","1130","219","219","0.005","","0","","","","0","37.1","0.383","","","","2.396","95","43.7","46.271","76.667","2.877","55.4","234.3","400","98.4","81","95.9","1001","0.8","29.5","32.1","2","","14.975","-0.474","3.835","","","","","","","","","","","","","","","","","","","","","","","","16.8","52.567","","","","","","782.673","6.664","","","MNE","79","255","180","154"
"130","MNG","2020-11-30","11","29","2020","334","2020-11-30","7","0","Mongolia","3225166","Asia","11.162","791","0","0","0","","East Asia & Pacific","-0.233","122.893","25.7","12.245","3.17","53849","75608","13.416","1951528195.819","2.041","47.958","0.595","1.863","43.279","21.408","99.831","30.41","10","34.143","0.185","0.343","1","0.05","1.219","1.392","0.825","0.88","0.42","0.609","","","","0","-0.205","2","0","","472","110","110","0.009","","0","","9","","0","26.8","0.499","0.368","0.08","0.272","2.803","81.9","49.5","2.041","69.509","2.147","77.3","326.2","700","98.3","53.4","59.2","265","0.7","30.8","37.8","7","1","4.084","1.154","0.713","","","","","","","","","","","","","9.6","","","","","","","","","","","9.7","37.8","","","","","","0","0","","","MNG","81","253","",""
"131","MNP","2020-11-30","11","29","2020","334","2020-11-30","2","0","Northern Mariana Islands","57213","Oceania","6.991","106","2","1.099","2","0","East Asia & Pacific","","108.692","","","0.057","","","","","123.657","","39.31","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","123.657","","3.11","","","","","","","","","","","","","","-2.867","4.818","","","","","","","","","","","","","","","","","","","","","","","","28.567","1465.767","","","","","","35.161","3.588","","","MNP","99","235","",""
"132","MOZ","2020-11-30","11","29","2020","334","2020-11-30","27","1","Mozambique","30366043","Africa","3.837","15613","130","4.875","124","0.049","Sub-Saharan Africa","-0.874","131.986","","1.295","29.496","321444","531223","13.2","2678190543.599","37.509","9.28","0.797","0.101","3.809","3.219","1.58","44.671","5","46.733","0.603","0.829","1","0.098","0.91","0.693","-0.263","0.593","-0.022","0.707","","13.225","","0","-0.377","3","0","","","1679","1679","0.001","","0","","","","0","17.3","0.316","0.693","0.676","0.765","2.282","","28.1","37.509","59.309","2.788","29.3","5.5","70","56","30","23.6","33","0.4","17","18.2","11","1","2.891","3.384","3.625","","","","","","","","","","","","","-15.6","","","","","","","","","","","24.167","14.233","","","","","","4.407","1.688","","","MOZ","92","242","200","134"
"133","MRT","2020-11-30","11","29","2020","334","2020-11-30","89","3","Mauritania","4525698","Africa","14.672","8549","175","5.17","169","0.018","Sub-Saharan Africa","-0.727","121.314","","3.683","4.403","58497","79815","13.027","70755026.528","4.272","27.375","3.397","0.812","","","45.216","40.083","-2","38.36","0.66","0.888","1","0.3","0.768","1.139","-0.845","0.637","-0.11","0.757","","","","0","","1","0","","1564","1269","1269","0.001","","0","","","","0","19.8","0.171","0.615","0.015","0.625","2.148","6","27.5","4.272","64.464","2.844","39.5","6.8","40","51.2","40.6","44.6","60","0.5","17","24.2","16","1","3.141","1.482","1.452","","","","","","","","","","","","","","","","","","","","","","","","31.233","22.7","","","","","","39.743","3.707","","","MRT","135","199","148","186"
"134","MUS","2020-11-30","11","29","2020","334","2020-11-30","0","0","Mauritius","1269670","Africa","1.811","501","10","2.398","10","0","Sub-Saharan Africa","0.876","94.853","","21.075","1.265","62612","82571","14.372","371518185.921","623.302","","2.245","0","18.792","4.332","44.854","17.794","10","37.967","0.73","0.726","4","0.41","1.601","2.298","1.888","0.778","1.27","0.442","","13.315","","0","","3","0","","","","2000","0","","0","","","","0","34.6","0.707","0.463","0.638","0.632","3.804","100","34.9","623.302","74.515","3.097","42.3","200.3","340","93.2","68.7","93.1","532","0.8","15.1","34.9","0","0","11.474","0.235","6.435","","","","","","","","","","","","","-71.8","","","","","","","","","","","21.667","79.133","","","","","","7.903","2.186","","","MUS","80","254","118","216"
"135","MWI","2020-11-30","11","29","2020","334","2020-11-30","0","0","Malawi","18628749","Africa","0.322","6025","185","5.226","185","0","Sub-Saharan Africa","-0.729","","","1.163","18.143","192169","287793","9.264","102033113.803","192.441","5.675","1.25","0","0.566","","41.219","43.902","6","45.814","0.609","0.908","0","0","0.64","0.809","-1.737","0.514","1.107","0.643","","20.093","","0","-1.031","3","0","","113","1532","113","0.009","","0","","","","0","17.2","0.466","0.674","0.819","0.829","3.02","","28","192.441","63.279","3.804","23.3","1.9","130","62.1","32.2","43.5","32","0.5","15.3","20.7","13","0","2.645","2.898","5.26","","","","","","","","","","","","","","","","","","","","","","","","22.667","15.5","","","","","","10.197","2.416","","","MWI","102","232","173","161"
"137","NAM","2020-11-30","11","29","2020","334","2020-11-30","60","1","Namibia","2494524","Africa","33.553","14345","151","5.024","145","0.034","Sub-Saharan Africa","0.106","83.651","","9.851","2.448","33216","55805","13.309","199551871.915","2.974","","3.818","0","","","","36.91","6","65.114","0.725","0.597","4","0.093","1.04","1.015","-1.143","0.779","1.598","0.369","","24.611","","0","","1","0","295","","1725","295","0.003","","1","","","","0","21.2","0.608","0.633","0.663","0.724","3.66","28","35.6","2.974","63.021","3.731","46","37.4","270","88.3","44.6","33.8","600","0.6","10.1","30.9","5","1","3.636","0.895","1.09","","","","","","","","","","","","","-17.6","","","","","","","","","","","18.967","3.367","","","","","","61.677","4.138","","","NAM","89","245","212","122"
"138","NCL","2020-11-30","11","29","2020","334","2020-11-30","0","0","New Caledonia","282757","Oceania","0.707","32","0","0","0","","East Asia & Pacific","","","","","0.284","12419","13636","","874392467.214","15.539","","24.434","","","","","22.741","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","15.539","77.149","","","","","","","","","","","","","","9.172","-1.259","2.743","","","","","","","","","","","","","","","","","","","","","","","","20.633","65.633","","","","","","0","0","","","NCL","85","249","",""
"139","NER","2020-11-30","11","29","2020","334","2020-11-30","32","0","Niger","23310719","Africa","0.897","1516","70","4.263","70","0","Sub-Saharan Africa","-0.766","48.777","","0.944","22.443","280994","301410","","466042272.997","17.718","5.408","0.951","1.878","1.373","","20.113","49.984","5","38","0.621","0.764","1","0.005","0.96","1.539","-0.237","0.6","1.33","0.626","","46.42","","0","","2","","","","347","347","0.003","","0","","","","0","15","0.45","0.652","0.201","0.637","2.357","3.1","32.2","17.718","61.599","2.611","44.4","1.9","30","30.6","28.4","12.9","15","0.4","21.9","20.1","19","1","2.595","3.111","2.875","","","","","","","","","","","","","-17.2","","","","","","","","","","","30.2","34.367","","","","","","3.119","1.416","","","NER","86","248","96","238"
"143","NOR","2020-11-30","11","29","2020","334","2020-11-30","0","0","Norway","5328212","Europe","141.154","34747","328","5.796","306","0.072","Europe & Central Asia","1.887","71.074","","65.389","5.312","418268","487366","","-17352601275.011","14.555","19.047","14.236","3.751","","21.348","","17.549","10","24.975","0","0","0","0","2.401","2.589","2.595","0.841","2.965","0.022","40.623","73.73","","0","0.209","4","2","","","549","549","0.002","7.27","1","","","","0","39","0.861","0.059","0.205","0.098","3.781","100","64.6","14.555","82.51","4.59","58.6","438.5","390","99.9","96.6","98.1","5281","1","58.5","58.2","2","1","17.049","1.67","2.678","","","","","","","","","","","","","-0.6","","","","","","","","","","","7.7","152.633","","","","","","61.748","4.139","","","NOR","60","274","84","250"
"144","NPL","2020-11-30","11","29","2020","334","2020-11-30","1255","25","Nepal","28608715","Asia","77.606","231978","1479","7.3","1321","0.114","South Asia","-0.902","55.231","","2.741","28.088","733401","875346","15.009","68186670.745","195.939","4.734","1.818","0","5.259","","40.138","30.414","7","38.4","0.766","0.678","3","0.5","0.422","0.673","-0.541","0.682","0.869","0.675","","","","0","0.124","3","0","691","1097","994","691","0.001","","0","","","","0","22.4","0.494","0.663","0.142","0.677","2.667","0.1","35.1","195.939","70.169","3.231","22","59.8","30","59.6","40","46.1","29","0.6","28.1","41.9","9","1","5.728","3.335","5.278","","","","","","","","","","","","","-60.2","","","","","","","","","","","12.533","163.567","","","","","","52.656","3.983","","","NPL","103","231","156","178"
"146","OMN","2020-11-30","11","29","2020","334","2020-11-30","905","27","Oman","4974992","Asia","62.211","123484","1418","7.258","1380","0.019","Middle East & North Africa","0.187","102.783","","37.143","4.829","55286","60048","16.161","6342262678.804","15.604","29.953","41.086","21.803","","","","22.247","-8","34.4","0.385","0.77","0","0","-1.785","-1.065","2.122","0.596","-0.351","0.315","","","","0","-1.029","1","0","","","1329","1329","0.001","","0","24","","","0","26.3","0.128","0.437","0.432","0.439","0.223","97","43.1","15.604","77.393","3.486","41.1","191.5","160","96.1","76.2","99.3","2520","0.8","25.4","41.6","5","1","2.388","1.575","2.748","","","","","","","","","","","","","-48.6","","","","","","","","","","","27.733","6.367","","","","","","293.613","5.686","","","OMN","64","270","115","219"
"151","PNG","2020-11-30","11","29","2020","334","2020-11-30","10","0","Papua New Guinea","8776119","Oceania","0.627","655","7","2.079","7","0","East Asia & Pacific","-0.677","","","3.848","8.606","138009","158502","13.78","335186822.973","19.004","","0.338","2.592","","","","35.816","5","","0.066","0.131","1","0.034","1.442","0.578","-1.918","0.687","0.711","0.705","","","","0","0.689","3","","","","856","856","0.001","","0","","","","0","20.9","0.318","0.272","0.552","1","2.612","","27.8","19.004","64.01","3.5","31.8","5.5","318","61.6","31.8","18.6","65","0.5","11.6","34.8","10","0","3.445","2.152","2.945","","","","","","","","","","","","","-0.4","","","","","","","","","","","25.133","225.667","","","","","","0.813","0.595","","","PNG","176","158","",""
"153","PRI","2020-11-30","11","29","2020","334","2020-11-30","147","11","Puerto Rico","2933404","America","428.546","90595","1094","6.999","1017","0.07","Latin America & Caribbean","-0.157","105.839","","35.085","3.195","248175","348577","","","360.22","76.814","7.465","","","","","16.836","","51.057","","","","","","","","","","","","","","0","","","","237","237","237","237","0.004","","0","","","","0","","","","","","","","","360.22","79.635","3.145","","","","","","","","","","","","","18.677","1.162","5.887","","","","","","","","","","","","","-45.2","","","","","","","","","","","27.1","197.4","","","","","","342.394","5.839","","","PRI","87","247","92","242"
"154","PRT","2020-11-30","11","29","2020","334","2020-11-30","4093","64","Portugal","10276617","Europe","754.12","294799","4427","8.396","3897","0.141","Europe & Central Asia","1.209","86.957","","28.999","10.284","947538","1310392","16.67","6420730028.342","112.239","41.182","8.09","0","","30.018","","13.458","10","33.575","0","0","0","0","2.014","1.508","1.661","0.898","2.255","0.128","44.264","","","0","0.689","4","2","","319","1306","319","0.003","4.049","0","","","","0","42.2","0.828","0.047","0.144","0.04","3.639","100","60.3","112.239","81.124","4.07","50.5","442.6","340","94.5","85.7","99.4","1844","0.8","55","67.7","0","1","21.956","2.331","4.721","","","","","","","","","","","","","-41","","","","","","","","","","","21.3","39.967","","","","","","430.482","6.067","","","PRT","66","268","81","253"
"157","PYF","2020-11-30","11","29","2020","334","2020-11-30","0","0","French Polynesia","279285","Oceania","855.757","14096","73","4.304","63","0.159","East Asia & Pacific","","","","","0.278","11175","11843","","58721896.443","75.869","","10.63","","","","","22.762","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","75.869","77.251","","","","","","","","","","","","","","8.289","-1.281","4.329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262.893","5.576","","","PYF","80","254","283","51"
"159","RKS","2020-11-30","11","29","2020","334","2020-11-30","626","16","Kosovo","1798506","Europe","552.681","39057","1005","6.914","914","0.094","","-0.428","82.01","","10.07","1.845","","","","318542989.391","","","","0","35","","14.05","","8","28.337","0.187","0.337","5","0.094","0.295","0.935","0.833","0.44","0.357","0.458","","","","0","","","","","352","1304","352","0.003","","0","","","","0","","","","","","","","","","71.946","","","","","","","","","","","","5","","","0.613","","","","","","","","","","","","","","","","","","","","","","","","","16.8","32.033","","","","","","544.627","6.302","","","RKS","75","259","107","227"
"163","SAU","2020-11-30","11","29","2020","334","2020-11-30","217","14","Saudi Arabia","34268529","Asia","11.302","357128","5884","8.68","5780","0.019","Middle East & North Africa","0.323","66.567","","49.101","33.7","594563","522116","17.483","4247084538.918","15.677","47.28","32.295","23.101","","","","25.043","-10","50.35","0.736","0.749","0","0","-1.237","-1.997","1.762","0.465","-0.972","0.632","","","","0","-1.031","1","0","","","","2000","0","","0","2058","","","1","27.5","0.039","0.18","0.127","0.553","0.396","","49.3","15.677","74.874","3.469","74.4","256.8","270","94.4","77.1","100","2114","0.9","44.8","32.6","8","","3.314","3.517","2.752","","","","","","","","","","","","","-55.8","","","","","","","","","","","30.9","2.233","","","","","","174.6","5.168","","","SAU","68","266","91","243"
"164","SDN","2020-11-30","11","29","2020","334","2020-11-30","559","21","Sudan","42813237","Africa","7.01","17627","1241","7.124","1193","0.03","Sub-Saharan Africa","-1.62","22.594","","4.23","41.802","696028","800950","12.506","1135787164.049","","13.239","1.251","1.013","","","","40.509","-4","","0.796","0.611","4","0.633","0.337","0.299","-1.761","0.456","-0.856","0.733","","23.875","","0","0.769","2","0","","","763","763","0.001","","0","","","","0","19.2","0.075","","","","2.435","29.7","26.2","","64.881","3.696","7","28","80","61.3","45.8","34.6","58","0.5","14.3","37.3","21","","3.581","3.733","","","","","","","","","","","","","","","","","","","","","","","","","29.933","47.933","","","","","","29.688","3.424","","","SDN","95","239","109","225"
"165","SEN","2020-11-30","11","29","2020","334","2020-11-30","48","1","Senegal","16296362","Africa","1.73","16075","333","5.811","330","0.006","Sub-Saharan Africa","-0.268","57.936","","3.356","15.854","206231","283178","9.954","629312447.981","82.347","18.786","1.74","0","8.317","4.637","8.237","43.055","7","41.45","0.723","0.712","0","0","0.869","1.507","0.165","0.698","2.448","0.33","","30.184","","0","-0.383","2","0","","","871","871","0.001","","0","","","1","0","18.1","0.593","0.694","0.15","0.727","2.786","20.1","37.9","82.347","67.38","2.912","35.1","6.8","30","51.9","31.1","48.4","49","0.5","18.5","45.4","10","1","3.087","2.763","4.411","","","","","","","","","","","","","-34.6","","","","","","","","","","","28.6","160.267","","","","","","21.004","3.091","","","SEN","73","261","125","209"
"167","SLB","2020-11-30","11","29","2020","334","2020-11-30","0","0","Solomon Islands","669821","Oceania","0.149","17","0","0","0","","East Asia & Pacific","-1.054","","","2.15","0.653","11449","12045","12.966","12057230.761","23.325","","0.443","0","","","","40.242","8","42.7","0","0","0","0","1.001","1.482","-1.349","0.685","1.033","0.705","","","","0","","4","","","","1118","1118","0.001","","0","","","","0","19.7","0.421","0.111","0.671","","3.17","","20.7","23.325","72.645","3.478","8.7","19.1","140","83.3","32.4","31.3","82","0.5","12.4","18.7","9","0","3.599","-0.426","3.15","","","","","","","","","","","","","","","","","","","","","","","","25.467","213.267","","","","","","0","0","","","SLB","308","26","",""
"168","SLE","2020-11-30","11","29","2020","334","2020-11-30","1","0","Sierra Leone","7813207","Africa","0.256","2411","74","4.317","74","0","Sub-Saharan Africa","-1.143","56.696","29.4","1.421","7.65","97350","129601","","217812918.997","105.987","14.849","1.413","0","","","30.156","41.06","7","41.2","0.749","0.725","1","0.04","1.759","1.048","-0.847","0.623","0.695","0.725","","22.678","","0","-1.031","3","0","","","1091","1091","0.001","","0","","","14122","1","19.1","0.3","0.819","0.54","0.764","1.953","0","38.2","105.987","53.895","2.371","45.8","2.4","40","32.4","31","14.5","27","0.4","25.3","44.8","13","0","2.967","2.035","4.663","","","","","","","","","","","","","","","","","","","","","","","","25.633","412.2","","","","","","9.673","2.368","","","SLE","102","232","126","208"
"170","SMR","2020-11-30","11","29","2020","334","2020-11-30","0","0","San Marino","34453","Europe","966.534","1586","45","3.829","43","0.047","Europe & Central Asia","","","","","0.034","","","","","563.083","","14.842","","","31.231","","","","","","","","","","","","","","","","","","0","","","","","","","2000","0","","0","","","","0","","","0.293","0.198","","","","31.1","563.083","","","33.9","636.3","380","99.9","90.69","100","3081","","16.2","20.8","","","","-3.388","6.333","","","","","","","","","","","","","","","","","","","","","","","","19.6","63.5","","","","","","1331.952","7.195","","","SMR","63","271","77","257"
"171","SOM","2020-11-30","11","29","2020","334","2020-11-30","0","0","Somalia","15442906","Africa","0.932","4445","113","4.736","113","0.046","Sub-Saharan Africa","-2.191","125.528","","","15.008","207274","223956","8.409","409000000","23.923","13.87","0.234","0","","","","46.577","5","","0","0","0","0","0.382","-0.428","-2.156","0.355","-0.776","0.808","","","","0","","1","0","234","699","234","234","0.004","","0","","","","0","16.3","0.109","0.812","0.003","0.812","1.557","","16.6","23.923","56.709","3.401","21.5","2.9","90","52.5","19","16.2","","","0.3","17.4","20","","2.873","2.709","3.175","","","","","","","","","","","","","","","","","","","","","","","","27.667","24.233","","","","","","7.529","2.144","","","SOM","100","234","113","221"
"172","SRB","2020-11-30","11","29","2020","334","2020-11-30","6179","65","Serbia","6963764","Europe","1215.521","169214","1549","7.346","1199","0.271","Europe & Central Asia","0.112","110.068","","16.049","6.983","551774","729238","14.632","4107322500.204","79.832","19.899","9.123","0.1","52.096","35.538","13.404","15.69","8","33.675","0.29","0.486","5","0.079","-0.302","-0.369","0.888","0.863","1.027","0.629","24.83","13.753","","1","","","","","752","46","46","0.022","","1","","","","0","38.7","0.329","","","","2.328","92.1","52.3","79.832","76.088","2.809","46.2","246.3","570","98.8","77.2","94.6","767","0.8","56.6","55.1","3","","18.346","1.943","4.38","","","","","","","","","","","","","-21.8","","","","","","","","","","","18.9","26.167","","","","","","221.837","5.406","","","SRB","71","263","88","246"
"173","SSD","2020-11-30","11","29","2020","334","2020-11-30","5","0","South Sudan","11062114","Africa","0.958","3109","61","4.127","60","0.017","Sub-Saharan Africa","-2.449","","","","10.976","172079","200936","","60140000","","","6.679","","","","","41.82","0","","0.77","0.621","7","0.266","-2.446","-1.443","-2.918","0.12","-2.363","0.96","","","","0","","1","0","","","","2000","0","","0","","","","0","18.6","0.053","","","","0.715","","21.7","","57.365","3.421","15.9","1.5","76","26.8","26.8","10.4","28","0.4","13.6","24.3","22","1","3.398","2.396","","","","","","","","","","","","","","","","","","","","","","","","","26.433","137.633","","","","","","5.558","1.881","","","SSD","119","215","150","184"
"174","STP","2020-11-30","11","29","2020","334","2020-11-30","4","0","São Tomé & Príncipe","215048","Africa","11.16","989","17","2.89","17","0","Sub-Saharan Africa","-0.639","","","3.033","0.211","2665","3508","","23681668.891","219.821","","1.258","0","","","","42.52","","","","","","","0.775","1.875","0.179","0.777","1.493","0.291","","","","0","","","","","493","940","493","0.002","","0","","","","0","19.2","0.611","","0.187","","2.329","2.1","17.7","219.821","69.933","2.935","2.7","54.1","290","90.1","39.3","40.1","79","0.6","7.2","18.7","","","2.925","-1.556","5.393","","","","","","","","","","","","","","","","","","","","","","","","23.567","177.933","","","","","","80.558","4.401","","","STP","119","215","146","188"
